Company_name,Trading_name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change Percentage,52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
Standard Ceramic Industries Ltd.,STANCERAM,149.90,149.90,3:45 PM,149.20 - 159.90,-2.3,2.03,-1.51%,122.00 - 267.20,159.90,"13,389.00",152.20,148,152.20,983.311,100.00,,64.61,Equity,10.0,1,"6,460,650",Ceramics Sector,"Amin Court  (3rd Floor ), 62 - 63, Motijheel C/A, Dhaka - 1000","+880-2-223381947-8, Ext-14",+880-2-223381950,info@standardceramic.net,http://www.standardceramic.net,Jamal Uddin Bhuiyan,01575648846,880-2-223381947-8 Ext-14,info @standardceramic.net
Standard Insurance Limited,STANDARINS,49.00,49.00,3:45 PM,49.00 - 49.30,-1,0.26,-2.00%,46.50 - 104.00,49.30,"5,326.00",50.00,17,50.00,"2,164.830","1,000.00",,432.97,Equity,10.0,1,"43,296,592",Insurance,"Civil Engineer\'s Bhaban, 69, Mohakhali C/A, (5th Level), Dhaka-1212, Bangladesh.","02222280707, 02222281435, 02222288548",58812756,info@standardinsurance.com.bd,http://www.standardinsurance.com.bd,Mohammad Kowser Munshi,01819-260838,"02222280707, 02222281435, 02222288548  (Ext-102)",kowser@standardinsurance.com.bd
Standard Bank Limited,STANDBANKL,8.80,8.80,3:45 PM,8.80 - 8.90,-0.1,3.18,-1.12%,8.80 - 11.90,8.80,"359,710.00",8.90,113,8.90,"9,177.151","15,000.00",,"10,311.40",Equity,10.0,1,"1,031,140,557",Bank,"Metropoliton Chamber, 122 - 124 Motijheel C/A (3rd Floor),  Dhaka - 1000","(8802) 7175698, 7169134, 9558375","88 - 02 - 7176367, 7169078",share@standardbankbd.com,http://www.standardbankbd.com/,"Md. Ali Reza, FCMA, CIPA (Acting Company Secretary)",01999055536,,board@standardbankbd.com
Stylecraft Limited,STYLECRAFT,107.40,107.40,3:45 PM,104.70 - 108.00,0.6,3.15,0.56%,92.80 - 210.00,105.00,"29,688.00",106.80,243,106.80,"1,482.891",500.00,,138.85,Equity,10.0,1,"13,884,750",Textile,"Red Crescent Concord Tower 14th Floorrn17, Mohakhali C/ArnDhaka-1212, Bangladesh","222293523, 222285127, 222260872",,mahimtanim3429@gmail.com,http://www.stylecraftltd.com,Mr. Edmund Guda,01711527578,222260343 -extension-104,gudaedmund@yahoo.com;
Summit Power Limited,SUMITPOWER,33.90,33.90,3:45 PM,33.90 - 34.10,-0.6,7.67,-1.74%,33.90 - 52.10,34.00,"226,283.00",34.50,287,34.50,"36,841.765","15,000.00",,"10,678.80",Equity,10.0,1,"1,067,877,239",Fuel & Power,"Summit Centre (9th floor), 18, Karwan Bazar C/A, Dhaka-1215","'[+8802] 55012255-59,  Ext - 151, 500, 255,  01708804819",55012260,'spl.investorrelations@summit-centre.com,http://www.summitpowerinternational.com/SPL,Swapon Kumar Pal FCA,01711 623 171,"+8802] 55012255-59, Ext. - 148",swapon.pal@summit-centre.com
Sunlife Insurance Company Limited,SUNLIFEINS,60.20,60.20,3:45 PM,58.70 - 60.80,0.9,53.64,1.52%,31.00 - 60.80,59.00,"895,020.00",59.30,"1,100",59.30,"2,120.609",500.00,"31 Jan, 2013",357.61,Equity,10.0,1,"35,760,690",Insurance,"BTA Tower, 29 Kemal Ataturk Avenue, Road No-17. Banani. Dhaka",9821562 9821563 9821564,9821565,sunlife@dtechltd.com,http://www.sunlifeinsbd.com,Md Abdul Aziz,'01717209439,9821562 9821563 9821564 Ext: 107,aziz515215@gmail.com
Takaful Islami Insurance Limited,TAKAFULINS,48.70,48.20,3:45 PM,45.90 - 48.70,1.9,2.37,4.06%,45.90 - 82.90,46.50,"50,789.00",46.80,109,46.80,"1,993.071","1,000.00",,425.87,Equity,10.0,1,"42,586,977",Insurance,"Monir Tower(7th, 8th, & 9th Floors),167/1, DIT Extension Road, Motijheel (Fakirapool), Dhaka-1000",41070071-3,88-02-41070083,takaful@dhaka.net,http://www.takaful.com.bd,Mohammad Shaheen Miah,01711-409253,PABX : 41070071-3 (Ext. 104)    41070084 (Direct),takaful@ dhaka.net
Tallu Spinning Mills Ltd.,TALLUSPIN,10.60,10.60,3:45 PM,10.20 - 10.70,0.2,2.55,1.92%,7.30 - 16.40,10.30,"247,018.00",10.40,141,10.40,929.088,"2,000.00",,893.35,Equity,10.0,1,"89,335,375",Textile,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.","88-02-222262803, 88-02-222260264, 88-02-222260458",88-02-222262803,companysecretary.btg@gmail.com,http://www.tsml.com.bd,"Mohammad Zaman, ACS, LL.M",8801726128969,"88-02-222262803, 88-02-222260264, 88-02-222260458",companysecretary.btg@gmail.com
Tamijuddin Textile Mills Limited,TAMIJTEX,186.00,182.70,3:45 PM,177.90 - 186.00,4.5,2.71,2.48%,70.20 - 309.90,177.90,"15,071.00",181.50,144,181.50,"5,456.755",350.00,"13 Jun, 2021",300.65,Equity,10.0,1,"30,064,767",Textile,"Anabil Tower, 14th & 15th Floor, Plot:03, Block#NW (J), kema| Ataturk Avenue, Gulshan-02, Dhaka-1212.",09639203070,0,cs.tamijtextile@gmail.com,http://www.tamijuddintextile.com,Bidyut Kumar Roy,01755555257,09639203070,cs.tamijtextile@gmail.com
Titas Gas Transmission & Dist. Co. Ltd.,TITASGAS,41.90,41.90,3:45 PM,40.90 - 42.30,0.2,140.42,0.48%,34.80 - 51.80,41.00,"3,402,078.00",41.70,"1,466",41.70,"41,250.550","20,000.00",,"9,892.22",Equity,10.0,1,"989,221,831",Fuel & Power,"Titas Gas Bhaban, 105 Kazi Nazrul Islam Avenue, Karwan Bazar C/A, Dhaka-1215","88-02-58156597 PABX: 8125110/301, 88-02-9129943",88-02-8142250,share@titasgas.org.bd,http://www.titasgas.org.bd,Mahmudur Rab,01939-921019,88-02-58156597 PABX: 8125110/301,gm.corporate@titasgas.org.bd
Tosrifa Industries Limited,TOSRIFA,24.90,24.90,3:45 PM,23.50 - 25.00,1.1,27.29,4.62%,16.40 - 26.10,24.00,"1,113,826.00",23.80,825,23.80,"1,618.046","1,000.00","17 Jun, 2015",679.85,Equity,10.0,1,"67,985,119",Textile,"Holding No # 4/2 A, Plot 49 & 57, 135 Gopalpur, Munnu Nagar, Tongi, Gazipur.",'+8809617888777 Ext.806,880-2-9817743,sohel.rana@ntg.com.bd; nabil@ntg.com.bd,http://www.til.com.bd,Hayder Ali,'01817036560,'+8809617888777 Ext.105,hayder@ntg.com.bd
Trust Bank 1st Mutual Fund,TRUSTB1MF,5.70,5.60,3:45 PM,5.50 - 5.70,0.1,1.37,1.79%,5.30 - 8.10,5.60,"243,752.00",5.60,93,5.60,"1,700.085",-,,"3,035.86",Mutual Fund,10.0,1,"303,586,675",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
Trust Bank Limited,TRUSTBANK,35.00,34.90,3:45 PM,34.30 - 35.20,0.2,1.06,0.57%,30.40 - 40.00,34.80,"30,491.00",34.80,80,34.80,"24,625.370","10,000.00",,"7,076.26",Equity,10.0,1,"707,625,576",Bank,"Shadhinata TowerrnBir Srestha Shaheed Jahangir GaternDhaka Cantonment, Dhaka-1206","9850638,  44870030-2, 44870014, 44870041, 44870006",44870051,info@tblbd.com,http://www.tblbd.com,"Mr. Md. Mizanur Rahman, FCS",'01730795597,44870030-2 (Ext-2010),mizanur.ra@tblbd.com
Tung Hai Knitting & Dyeing Limited,TUNGHAI,5.90,5.80,3:45 PM,5.70 - 5.90,0.1,2.12,1.72%,5.10 - 9.00,5.70,"368,719.00",5.80,95,5.80,618.588,"1,500.00","01 Sep, 2014","1,066.53",Equity,10.0,1,"106,653,030",Textile,"30/2, Darus Salam Road,rnIndustrial Plot# 2C/1-BrnMirpur-1, Dhaka-1216, Bangladesh.","+88-02-9006502-3, +88-02-9010398",+88-02-9006501,thkdl2020@gmail.com,,,,,
United Commercial Bank Ltd.,UCB,13.20,13.20,3:45 PM,13.00 - 13.30,0,1.01,0.00%,13.00 - 18.20,13.00,"76,647.00",13.20,131,13.20,"18,562.324","15,000.00",,"14,062.40",Equity,10.0,1,"1,406,236,643",Bank,"Bulus Center, Plot- CWS(A)-1, Road-34, Gulshan Avenue, Gulshan- Dhaka-1212.","02-55668070, Ext. 7402-7407",02-58814344,bsd@ucb.com.bd,http://www.ucb.com.bd,"ATM Tahmiduzzaman, FCS",01847350507,02-55668070 Ext. 7402-7407,atm.tahmiduzzaman@ucb.com.bd
Unilever Consumer Care Limited,UNILEVERCL,"2,860.00","2,860.00",3:45 PM,"2,810.00 - 2,890.00",36.5,4.07,1.29%,"2,751.00 - 3,439.50","2,890.00","1,427.00","2,823.50",103,"2,823.50","34,013.149",200.00,,120.46,Equity,10.0,1,"12,046,449",Food & Allied,"Shanta Forum (10th Floor), 187-188/B, Bir Uttam Mir Shawkat Sarak, Dhaka-1208.",+8801324438744,,UCL.Bangladesh-info@unilever.com,https://www.unilever.com/UCL-bd.html,Mr. Mohammad Naharul Islam Molla,+8801709654315,,Mohammad-Naharul.Molla@unilever.com
Union Bank Limited,UNIONBANK,9.40,9.40,3:45 PM,9.30 - 9.50,0,22.85,0.00%,9.30 - 14.60,9.30,"2,442,652.00",9.40,887,9.40,"9,277.177","10,000.00","26 Jan, 2022","9,869.34",Equity,10.0,1,"986,933,760",Bank,"Bahela Tower, 72, Gulshan Avenue, Gulshan -1, Dhaka-1212",'+880-02-222297310,'+880-02-222280523,info@unionbank.com.bd,http://www.unionbank.com.bd,Ali Hossain Bhuiyan,01313418940,'+880-02-222280523,bcs@unionbank.com.bd
Union Capital Limited,UNIONCAP,7.40,7.40,3:45 PM,7.40 - 7.60,-0.1,1.78,-1.33%,6.60 - 16.20,7.60,"239,656.00",7.50,109,7.50,"1,294.304","2,000.00",,"1,725.74",Equity,10.0,1,"172,573,843",Financial Institutions,"bti Landmark, Level-08, Plot-16rnGulshan Avenue, Gulshan-01rnDhaka-1212, Bangladesh",880(2)48811505-09,880(2)48811510,mailbox@unicap-bd.com,http://www.unicap-bd.com,Md. Abdul Hannan,01912132016,+880 (2) 4881 1505-09,han nan@unicap-bd.com
Union Insurance Company Limited,UNIONINS,32.80,32.80,3:45 PM,32.50 - 33.00,-0.3,2.85,-0.91%,11.00 - 68.00,32.50,"87,614.00",33.10,477,33.10,"1,602.115","1,000.00","16 Jan, 2022",484.02,Equity,10.0,1,"48,402,260",Insurance,"DR Tower(15th floor), 65/2/2 Box Culvert Road, Purana Paltan, Dhaka-1000",02-55112914-19,02-55112913,info@unioninsurancebd.com,http://www.unioninsurancebd.com,Mr. Shafquat Moula,01819491657,,shafquat.moula@gmail.com
Unique Hotel & Resorts Limited,UNIQUEHRL,56.50,56.50,3:45 PM,53.80 - 57.00,1.7,20.79,3.10%,41.90 - 77.90,54.00,"376,711.00",54.80,492,54.80,"16,133.120","10,000.00","02 Jul, 2012","2,944.00",Equity,10.0,1,"294,400,000",Travel & Leisure,"Borak Mehenur (Level- 16), 51/B, Kemal Ataturk Avenue, Banani, Dhaka-1213.",880-2-9885116-23,880-2-222254894,info@uhrlbd.com,http://www.uhrlbd.com,Md. Sharif Hasan FCS,8801708800887,"880-2-222285116-23,  Ext-1607",sharif@uhrlbd.com
United Finance Limited,UNITEDFIN,15.90,15.80,3:45 PM,15.50 - 16.90,0.2,1.51,1.27%,15.30 - 28.40,16.90,"95,281.00",15.70,81,15.70,"2,937.699","3,000.00",,"1,871.15",Equity,10.0,1,"187,114,614",Financial Institutions,"Camellia House, 22 Kazi Nazrul Islam Avenue, Dhaka-1000",09613852852 (Ext- 1006 & 1004),9662596,webmail@unitedfinance.com.bd,http://www.unitedfinance.com.bd,Ms. Sharmi Noor Nahar,01714070380,09613852852 (Ext- 1005),sharmi@unitedfinance.com.bd
United Insurance Company Ltd.,UNITEDINS,43.30,43.30,3:45 PM,43.30 - 44.90,-0.8,0.26,-1.81%,41.20 - 74.80,43.30,"5,979.00",44.10,17,44.10,"1,962.450",500.00,,445.00,Equity,10.0,1,"44,500,000",Insurance,"Camellia House, 22  Kazi Nazrul Islam Avenue, Dhaka - 1000","880-2-58315935, '880-2-58315936","880-2-58614475, 880-2-58614475, 880-2-58615351",imran@unitedinsurance.com.bd,http://www.unitedinsurance.com.bd,Md. Imran Hasan ACS,01711801621,"880-2-58611720-22, 880-2-58615351, 880-2-58614476    Ex-227",cs@unitedinsurance.com.bd
United Power Generation & Distribution Company Ltd.,UPGDCL,236.40,234.20,3:45 PM,231.20 - 237.00,0.5,7.57,0.21%,231.20 - 313.60,235.50,"32,429.00",235.90,321,235.90,"136,750.114","10,000.00","05 Apr, 2015","5,796.95",Equity,10.0,1,"579,695,270",Fuel & Power,"United House, Madani Avenue, United City, Dhaka-1212.","09666700900, Ext-3034",nil,"mostak.ahmmed@united.com.bd,  elias@united.com.bd, atiq@united.com.bd",http://www.unitedpowerbd.com,"Mr. Mostak Ahmmed, FCA",01847413890,"+88 09666 700900, Ext-3004",mostak.ahmmed@united.com.bd
Usmania Glass Sheet Factory Limited,USMANIAGL,76.30,76.30,3:45 PM,74.90 - 76.90,-0.1,9.10,-0.13%,49.00 - 86.60,76.50,"120,911.00",76.40,269,76.40,"1,330.193",500.00,,174.11,Equity,10.0,1,"17,410,900",Miscellaneous,"Head Office: Bangladesh Chemical Industries Corporation, BCIC Bhaban, 30-31, Dilkusha, Dhaka- 1000 rnRegistered Office: Kalurghat Heavy I/A, P/O Chandgaon, Chattogram - 4212","(88031) 670430, 670431 (ctg)",880 - 031 - 670308,info@ugsflbd.com,http://www.ugsflbd.com,,,,
Uttara Bank Limited,UTTARABANK,23.40,23.40,3:45 PM,23.10 - 23.50,0.2,8.90,0.86%,22.50 - 29.50,23.20,"380,815.00",23.20,165,23.20,"14,934.746","10,000.00",,"6,437.39",Equity,10.0,1,"643,739,063",Bank,"47, Shahid Bir Uttom Asfaqus Samad Sarak, Motijheel C/A, Dhaka-1000","9552114, 9551162",88-02-9561392,pa.md@uttarabank-bd.com,http://www.uttarabank-bd.com,Iftekhar Zaman,01991144014,9551162  Ext.-1143,board@uttarabank-bd.com
Uttara Finance and Investments Limited,UTTARAFIN,33.90,33.70,3:45 PM,33.40 - 34.00,-0.1,0.53,-0.29%,33.40 - 56.00,34.00,"15,872.00",34.00,32,34.00,"4,470.371","5,000.00",,"1,314.82",Equity,10.0,1,"131,481,504",Financial Institutions,"Head Office: Jiban Bima Tower (6th Floor),  10, Dilkusha C/A,  Dhaka - 1000. rnCorporate Office (Extension) : Uttara Centre (11th Floor), 102 Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208.",'+880-2-41025093-97,'+880-2-41025100,ufilshare2015@gmail.com,http://www.uttarafinance.biz,"Md. Jakir Hossain, FCA",0171-3117606,+880-2-8170281-85 ext.115,jakir357@hotmail.com
Vanguard AML BD Finance Mutual Fund One,VAMLBDMF1,7.30,7.20,3:45 PM,7.20 - 7.30,0,0.13,0.00%,7.00 - 11.80,7.30,"17,701.00",7.30,13,7.30,761.536,-,"17 Jan, 2016","1,043.00",Mutual Fund,10.0,1,"104,320,000",Mutual Funds,"Symphony (Level 6), Plot:SE (F)9, Road: 142, South Avenue, Gulsan-1, Dhaka-1212",+88 02 9840862,+88 02 9840863,info@vanguardaml.com,http://www.vanguardaml.com,,,,
Vanguard AML Rupali Bank Balanced Fund,VAMLRBBF,7.20,7.20,3:45 PM,7.20 - 7.50,-0.1,0.05,-1.37%,6.70 - 10.40,7.50,"6,506.00",7.30,9,7.30,"1,158.839",-,"05 Dec, 2016","1,587.45",Mutual Fund,10.0,1,"158,745,000",Mutual Funds,"Symphony (Level 6), Plot:SE (F)9, Road: 142, South Avenue, Gulsan-1, Dhaka-1212",+88 02 9840862,+88 02 9840869,info@vanguardaml.com,http://www.vanguardaml.com,,,,
VFS Thread Dyeing Limited,VFSTDL,22.60,22.60,3:45 PM,21.70 - 22.70,0.5,17.81,2.26%,17.60 - 31.30,22.00,"803,062.00",22.10,554,22.10,"2,333.319","2,000.00","09 Sep, 2018","1,055.80",Equity,10.0,1,"105,580,055",Textile,"House # 257 (3rd Floor),Road # 03. Baridhara DOHS, Dhaka -1206",+88 02 8419542,+8802-8414678,cfo@vfsthread.com,http://www.vfsthread.com,Golam Kibria,01993339199,+88 02 8419542,accounts@vfsthread.com
Walton Hi-Tech Industries PLC,WALTONHIL,"1,054.80","1,051.90",3:45 PM,"1,040.50 - 1,054.90",5,1.45,0.48%,"1,016.00 - 1,524.00","1,041.00","1,389.00","1,049.80",157,"1,049.80","318,014.174","6,000.00","23 Sep, 2020","3,029.28",Equity,10.0,1,"302,928,343",Engineering,"Plot # 1088, Block # I, Road # Sabrina Sobhan 5th Avenue, Bashundhara, Vatara, Dhaka-1229.",+8809606-555555,+8809606-555550,cswhil@waltonbd.com,http://www.waltonhil.com,"Md. Rafiqul Islam, FCS",01678863444,+8809606-555555,cswhil@waltonbd.com
Wata Chemicals Limited,WATACHEM,205.00,204.40,3:45 PM,199.80 - 205.00,1.2,2.67,0.59%,199.80 - 369.10,203.80,"13,281.00",203.80,175,203.80,"3,020.850",150.00,"14 May, 2014",148.23,Equity,10.0,1,"14,822,618",Pharmaceuticals & Chemicals,"17/B (3rd Floor), Monipuripara, Sangshad Avenue, Dhaka-1215","58152001, 8155206",+880-2-58155091,watachemical@gmail.com,http://www.watachemicals.com,,,,
Western Marine Shipyard Limited,WMSHIPYARD,11.20,11.20,3:45 PM,10.80 - 11.30,0.2,4.41,1.82%,9.50 - 17.50,10.80,"402,561.00",11.00,330,11.00,"2,587.241","6,000.00","02 Nov, 2014","2,352.04",Equity,10.0,1,"235,203,769",Engineering,"Amin Future Park (7th floor),rn1440/A Strand Road, Chittagong-4100","+880 31 253 0035-7, 2513056",+880 31 253 0038,wms@wms.com.bd,http://www.wms.com.bd,,,,
Yeakin Polymer Limited,YPL,19.60,19.60,3:45 PM,19.50 - 20.20,-0.2,57.35,-1.01%,9.60 - 26.60,19.50,"2,912,978.00",19.80,"1,398",19.80,"1,459.237","1,000.00","22 Sep, 2016",736.99,Equity,10.0,1,"73,698,817",Engineering,"23/6, Mirpur Road, Rupayan Shelford, 15th FloorrnSuit # G-14, ShamolyrnMohammadpur, Dhaka","+88 02 51000207,",+88 02 51000206,info@yeakinpolymerbd.com,http://www.yeakinpolymerbd.com,Md. Akhtaruzzaman,+88 01300023257,+88 02 51000207 Ext-805,cs@yeakinpolymerbd.com
Zaheen Spinning Limited,ZAHEENSPIN,13.40,13.30,3:45 PM,12.10 - 13.40,1.2,60.88,9.84%,7.60 - 14.00,12.20,"4,697,630.00",12.20,"1,139",12.20,"1,388.706","4,000.00","25 Mar, 2015","1,138.28",Equity,10.0,1,"113,828,368",Textile,"House # 59/A (6th &7th Floor), Road # 12/A, Dhanmondi, Dhaka-1209.",+8802-8191588,+8802-8191522,info@zaheenspinningltd.com,https://zaheenspinningltd.com/ltd/index.php?id=60,Md.Mohin Uddin,+8801705430311,+8802-8191522,mohin@zaheenspinningltd.com
Zahintex Industries Limited,ZAHINTEX,9.20,9.20,3:45 PM,8.90 - 9.40,0.2,29.90,2.22%,6.80 - 11.60,8.90,"3,304,890.00",9.00,819,9.00,736.457,"1,200.00",,818.29,Equity,10.0,1,"81,828,549",Textile,"House # 06, Road # 13, Sector # 03, Uttara Model Town, Uttara, Dhaka.","8932813, 8913802, 8913826, 8932801-2","880-2-8932816, 8960347",info@givenseegroup.com,http://www.zahintex.com,,,,
Zeal Bangla Sugar Mills Ltd.,ZEALBANGLA,174.10,174.10,3:45 PM,173.50 - 177.70,-2.9,1.59,-1.64%,103.00 - 199.00,175.00,"9,162.00",177.00,67,177.00,"1,062.000",500.00,,60.00,Equity,10.0,1,"6,000,000",Food & Allied,"BSFIC,Chinishilpa Bhaban, 3,Dilkusha C/A, Dhaka.","9515669, 9565868",88-02-9555780,zbsmdp@gmail.com,http://www.bsfic.gov.bd/,Abdul Gofur Miah,01718119218,9515669,bsfic.ca@gmail.com
